Glottocode	Sources	Latitude	Longitude	Family	Macroarea
huay1240	10	-9.38709	-77.7768	Quechuan [quec1387]	southamerica
chav1241	11	7.435034	122.18849	Indo-European [indo1319]	pacific
nopa1235	0	16.0954	-97.1339	Otomanguean [otom1299]	northamerica
chru1239	6	11.6625	108.529	Austronesian [aust1307]	eurasia
nort2994	7	12.1967	108.849	Austronesian [aust1307]	eurasia
cent2084	5	17.9571	121.857	Austronesian [aust1307]	pacific
rung1259	0	6.83989	116.743	Austronesian [aust1307]	pacific
sawa1247	1	0.51111	128.086	Austronesian [aust1307]	pacific
alun1238	5	-3.11477	128.394	Austronesian [aust1307]	pacific
tido1248	3	0.02461	127.746	North Halmahera [nort2923]	pacific
ebir1243	9	8.15516	7.06183	Atlantic-Congo [atla1278]	africa
adyg1241	5	44.0	39.33	Abkhaz-Adyge [abkh1242]	eurasia
abua1244	3	4.83057	6.61492	Atlantic-Congo [atla1278]	africa
amar1274	6	-12.4931	-70.5533	Harakmbut [hara1260]	southamerica
haza1239	0	33.3708	64.5105	Indo-European [indo1319]	eurasia
ilok1237	16	15.9361	120.993	Austronesian [aust1307]	pacific
binu1244	2	8.15933	124.892	Austronesian [aust1307]	pacific
aghe1239	13	6.38956	10.0807	Atlantic-Congo [atla1278]	africa
cand1248	17	-4.23835	-76.9347		southamerica
agua1252	10	15.3307	-91.3153	Mayan [maya1287]	northamerica
caqu1242	4	-11.4812	-73.4451	Arawakan [araw1281]	southamerica
krio1252	24	-18.135	137.669	Indo-European [indo1319]	australia
gale1259	6	2.31461	128.44	North Halmahera [nort2923]	pacific
mutu1242	1	-5.79405	148.014	Austronesian [aust1307]	pacific
keny1279	8	5.58288	9.55918	Atlantic-Congo [atla1278]	africa
kete1254	0	-4.50417	140.443	Nuclear Trans New Guinea [nucl1709]	pacific
west2640	4	-20.2819	-64.1662	Tupian [tupi1275]	southamerica
east2555	34	-20.42	-63.37	Tupian [tupi1275]	southamerica
sion1247	22	0.31733	-76.0237	Tucanoan [tuca1253]	southamerica
kaqc1270	24	14.4662	-90.9881	Mayan [maya1287]	northamerica
crow1244	10	45.368	-107.874	Siouan [siou1252]	northamerica
jurm1239	4	6.03321	29.974	Central Sudanic [cent2225]	africa
izie1238	5	6.31831	8.03044	Atlantic-Congo [atla1278]	africa
yopn1238	4	-5.94085	146.661	Nuclear Trans New Guinea [nucl1709]	pacific
cari1276	3	5.62695	-54.6305	Austronesian [aust1307]	southamerica
bekw1241	1	6.73737	8.86489	Atlantic-Congo [atla1278]	africa
alya1239	30	-21.0427	136.835	Pama-Nyungan [pama1250]	australia
sout2741	8	25.8874	109.222	Tai-Kadai [taik1256]	eurasia
indo1316	33	-7.33458	109.716	Austronesian [aust1307]	pacific
mezq1235	17	20.2274	-99.5564	Otomanguean [otom1299]	northamerica
kuoo1238	2	7.97771	15.4843	Atlantic-Congo [atla1278]	africa
motl1237	6	-13.655015	167.706277	Austronesian [aust1307]	pacific
gari1256	8	15.3529	-86.9091	Arawakan [araw1281]	northamerica
zang1249	6	10.5885	19.1416	Atlantic-Congo [atla1278]	africa
ekaj1238	0	6.45731	8.55058	Atlantic-Congo [atla1278]	africa
sout2990	3	-3.32733	-76.527	Quechuan [quec1387]	southamerica
huam1248	0	-9.15718	-76.3372	Quechuan [quec1387]	southamerica
marg1254	2	-9.84463	-76.4981	Quechuan [quec1387]	southamerica
kala1377	32	-10.6748	142.196	Pama-Nyungan [pama1250]	australia
arao1248	7	-12.4242	-67.7293	Pano-Tacanan [pano1259]	southamerica
dupa1235	3	17.3748	122.188	Austronesian [aust1307]	pacific
anuf1239	2	10.2839	0.56021	Atlantic-Congo [atla1278]	africa
anyi1245	28	6.31781	-3.30532	Atlantic-Congo [atla1278]	africa
culi1244	12	-8.55268	-70.6648	Arawan [araw1282]	southamerica
pich1237	8	-10.47249	-74.60281	Arawakan [araw1281]	southamerica
asha1243	24	-11.9311	-73.9073	Arawakan [araw1281]	southamerica
chia1262	4	16.6562	-91.9417	Otomanguean [otom1299]	northamerica
lenc1243	0	13.560562	-88.114014	Lencan [lenc1239]	northamerica
ashe1273	5	-10.7583	-74.2014	Arawakan [araw1281]	southamerica
maib1239	3	-1.3679	132.591		pacific
pisa1237	1	20.7039	-98.0305	Totonacan [toto1251]	northamerica
masb1238	1	12.21453	123.63579	Austronesian [aust1307]	pacific
taus1253	7	-3.22497	-75.5603		southamerica
wala1269	0	-3.8238	138.84	Nuclear Trans New Guinea [nucl1709]	pacific
bakw1243	0	5.23123	-6.51077	Kru [krua1234]	africa
guhu1244	12	-7.99922	147.228	Nuclear Trans New Guinea [nucl1709]	pacific
cham1315	4	-20.5899	-58.2005	Zamucoan [zamu1243]	southamerica
nucl1454	2	-1.77196	136.263	Yawa-Saweru [yawa1259]	pacific
beli1260	11	17.3941	-88.6281	Indo-European [indo1319]	northamerica
sara1340	34	4.54729	-54.0238	Indo-European [indo1319]	southamerica
cent2089	3	8.12701	123.018	Austronesian [aust1307]	pacific
cent2128	29	63.4308	-170.272	Eskimo-Aleut [eski1264]	eurasia
latv1249	25	56.826108	24.309118	Indo-European [indo1319]	eurasia
isir1237	2	-1.88775	138.595	Greater Kwerba [kwer1242]	pacific
chac1249	23	0.71489	-79.0508	Barbacoan [barb1265]	southamerica
taca1256	21	-13.39249	-68.04056	Pano-Tacanan [pano1259]	southamerica
colo1256	14	-0.21181	-79.2347	Barbacoan [barb1265]	southamerica
kark1258	1	-3.74954	141.098	Pauwasi [pauw1244]	pacific
chuv1255	19	55.48701	47.16298	Turkic [turk1311]	eurasia
russ1263	98	59.0	50.0	Indo-European [indo1319]	eurasia
yemb1246	11	5.47421	10.0214	Atlantic-Congo [atla1278]	africa
huam1247	10	-3.99109	-77.9797	Chicham [jiva1245]	southamerica
mang1399	3	13.557	10.701	Saharan [saha1256]	africa
kich1262	14	14.5278	-91.1696	Mayan [maya1287]	northamerica
seco1241	10	-0.459785	-75.5547	Tucanoan [tuca1253]	southamerica
sanm1301	3	18.74	-97.5936	Otomanguean [otom1299]	northamerica
arag1245	3	42.4669	-0.00919	Indo-European [indo1319]	eurasia
astu1245	4	42.4181	-6.02227	Indo-European [indo1319]	eurasia
arap1274	13	43.3879	-108.81	Algic [algi1248]	northamerica
arch1244	14	42.3239	46.8267	Nakh-Daghestanian [nakh1245]	eurasia
salt1242	1	-6.26519	145.021	Nuclear Trans New Guinea [nucl1709]	pacific
svan1243	8	42.9134	42.5915	Kartvelian [kart1248]	eurasia
amba1265	0	-1.88126	136.526	Austronesian [aust1307]	pacific
tana1289	33	60.4712	-150.759	Athabaskan-Eyak-Tlingit [atha1245]	northamerica
athp1241	2	26.8794	87.3296	Sino-Tibetan [sino1245]	eurasia
yakk1236	6	27.3714	87.9306	Sino-Tibetan [sino1245]	eurasia
belh1239	6	26.9972	87.2783	Sino-Tibetan [sino1245]	eurasia
tora1263	3	-6.19532	-61.7416	Chapacuran [chap1271]	southamerica
karo1305	7	-10.3342	-61.5691	Tupian [tupi1275]	southamerica
molo1266	8	10.7933	14.2521	Afro-Asiatic [afro1255]	africa
muya1243	6	10.86047	14.21246	Afro-Asiatic [afro1255]	africa
west2560	1	6.00631	116.124	Austronesian [aust1307]	pacific
odua1238	0	4.83273	6.41493	Atlantic-Congo [atla1278]	africa
sout2697	27	36.5137	48.4302	Turkic [turk1311]	eurasia
nort2697	28	40.97768	46.4737	Turkic [turk1311]	eurasia
cald1236	9	-0.36205	-78.2587	Quechuan [quec1387]	southamerica
hang1258	3	9.33929	-1.57833	Atlantic-Congo [atla1278]	africa
hueh1236	6	20.6189	-97.9347	Totonacan [toto1251]	northamerica
chum1261	12	8.15211	-0.2755	Atlantic-Congo [atla1278]	africa
occi1239	116	44.1415	6.82979	Indo-European [indo1319]	eurasia
tabl1243	4	-2.45368	140.396	Sentanic [sent1261]	pacific
nort2942	26	63.5	-125.67	Athabaskan-Eyak-Tlingit [atha1245]	northamerica
sout2959	18	59.8794	-117.047	Athabaskan-Eyak-Tlingit [atha1245]	northamerica
dogr1252	17	63.17	-117.25	Athabaskan-Eyak-Tlingit [atha1245]	northamerica
saba1262	1	1.01297	34.6664	Nilotic [nilo1247]	africa
atik1240	3	47.9555	-73.7989	Algic [algi1248]	northamerica
poqo1254	12	15.3586	-90.5813	Mayan [maya1287]	northamerica
popt1235	18	15.6609	-91.6633	Mayan [maya1287]	northamerica
tekt1235	2	15.4599	-92.1136	Mayan [maya1287]	northamerica
itza1241	9	17.0269	-89.8734	Mayan [maya1287]	northamerica
sipa1247	3	15.23054	-91.7041	Mayan [maya1287]	northamerica
mopa1243	11	16.3533	-89.0673	Mayan [maya1287]	northamerica
uspa1245	4	15.3648	-90.8893	Mayan [maya1287]	northamerica
saca1238	4	15.274	-91.109	Mayan [maya1287]	northamerica
west2635	5	15.5932	-91.8421	Mayan [maya1287]	northamerica
chor1273	7	14.818	-89.2363	Mayan [maya1287]	northamerica
koro1310	1	6.20529	125.007	Austronesian [aust1307]	pacific
maja1242	13	7.71	34.97	Surmic [surm1244]	africa
pana1306	0	-9.85887	-75.4382	Quechuan [quec1387]	southamerica
sant1432	23	-27.821	-63.2466	Quechuan [quec1387]	southamerica
calu1238	0	12.0489	121.384	Austronesian [aust1307]	pacific
beri1254	5	-2.26904	138.866	Tor-Orya [toro1256]	pacific
aura1243	2	-4.137	-46.792	Tupian [tupi1275]	southamerica
guay1257	12	2.8969	-71.844	Guahiboan [guah1252]	southamerica
bidy1243	4	-25.192664	147.273359	Pama-Nyungan [pama1250]	australia
yulp1239	4	-18.923519	122.370316	Pama-Nyungan [pama1250]	australia
kaur1267	31	-34.34966141	138.4800794	Pama-Nyungan [pama1250]	australia
nung1291	6	-14.9109	131.641	Mirndi [mirn1241]	australia
dhar1247	6	-24.0601	114.847	Pama-Nyungan [pama1250]	australia
rita1239	8	-13.4559	135.259	Pama-Nyungan [pama1250]	australia
mari1417	5	-14.1788	130.561	Western Daly [west2434]	australia
kuuk1238	4	-12.4947	143.165	Pama-Nyungan [pama1250]	australia
kuka1246	18	-20.3321	127.666	Pama-Nyungan [pama1250]	australia
ngal1293	17	-14.4281	134.716	Gunwinyguan [gunw1250]	australia
adny1235	14	-30.1451	138.671	Pama-Nyungan [pama1250]	australia
mudb1240	4	-16.7694	132.329	Pama-Nyungan [pama1250]	australia
badi1246	6	-29.0647	117.246	Pama-Nyungan [pama1250]	australia
bayu1240	11	-23.3809	114.108	Pama-Nyungan [pama1250]	australia
kunj1245	13	-16.6807	143.53	Pama-Nyungan [pama1250]	australia
alng1239	2	-12.5324	141.938	Pama-Nyungan [pama1250]	australia
lard1243	86	-16.56152	139.4343	Tangkic [tang1340]	australia
meri1244	27	-9.59575	143.773	Eastern Trans-Fly [east2503]	pacific
koka1244	13	-29.94	135.55	Pama-Nyungan [pama1250]	australia
ngar1284	17	-16.4006	126.433	Worrorran [worr1236]	australia
tyar1236	4	-12.4868	130.676	Northern Daly [nort1547]	australia
dyir1250	56	-17.4516	145.544	Pama-Nyungan [pama1250]	australia
naru1238	12	-34.69	137.535	Pama-Nyungan [pama1250]	australia
ying1247	6	-25.4446	115.58	Pama-Nyungan [pama1250]	australia
wamb1258	18	-17.496	135.683	Mirndi [mirn1241]	australia
worr1237	21	-15.612781	124.881218	Worrorran [worr1236]	australia
gamb1251	2	-14.29546	126.27131	Worrorran [worr1236]	australia
wadj1254	8	-12.8596	130.737		australia
ngar1235	13	-15.4661	130.651	Pama-Nyungan [pama1250]	australia
waja1257	14	-28.1761	117.153	Pama-Nyungan [pama1250]	australia
kuku1280	6	-14.0756	141.724	Pama-Nyungan [pama1250]	australia
mara1385	12	-14.7927	134.865	Mangarrayi-Maran [mang1423]	australia
ande1247	3	-22.51278	137.3515	Pama-Nyungan [pama1250]	australia
naka1260	7	-12.07653	134.32729	Maningrida [mani1293]	australia
lamu1254	5	-14.559	143.977	Pama-Nyungan [pama1250]	australia
gang1267	11	-17.5446	139.426	Tangkic [tang1340]	australia
ngar1288	1	-21.0231	129.0308	Pama-Nyungan [pama1250]	australia
umpi1239	7	-13.1528	143.467	Pama-Nyungan [pama1250]	australia
wikn1245	5	-13.8691	141.532	Pama-Nyungan [pama1250]	australia
umbu1256	6	-14.25876	143.6305	Pama-Nyungan [pama1250]	australia
thur1254	17	-34.634	150.721	Pama-Nyungan [pama1250]	australia
kari1304	6	-20.445	118.613	Pama-Nyungan [pama1250]	australia
anta1253	2	-27.1152	134.838	Pama-Nyungan [pama1250]	australia
pany1241	17	-22.7816	118.723	Pama-Nyungan [pama1250]	australia
djaw1238	3	-16.4163	123.186	Nyulnyulan [nyul1248]	australia
nyam1271	7	-21.6092	119.693	Pama-Nyungan [pama1250]	australia
yidi1250	39	-17.1332	145.876	Pama-Nyungan [pama1250]	australia
yann1237	5	-12.0853	134.877	Pama-Nyungan [pama1250]	australia
kanj1260	5	-13.3243	142.893	Pama-Nyungan [pama1250]	australia
mang1381	31	-14.8	133.5	Mangarrayi-Maran [mang1423]	australia
wira1262	40	-34.0742	145.994	Pama-Nyungan [pama1250]	australia
buna1275	10	-17.8297	125.631	Bunaban [buna1274]	australia
yank1247	38	-26.4064	133.577	Pama-Nyungan [pama1250]	australia
ngaa1240	31	-25.7514	127.602	Pama-Nyungan [pama1250]	australia
ngal1292	17	-13.9783	133.936	Gunwinyguan [gunw1250]	australia
wany1247	4	-18.6529	137.608	Garrwan [garr1260]	australia
ngan1295	15	-12.8448	134.649	Gunwinyguan [gunw1250]	australia
yuga1244	12	-27.803	153.082	Pama-Nyungan [pama1250]	australia
warl1254	134	-20.1008	131.05	Pama-Nyungan [pama1250]	australia
djee1236	8	-12.0133	134.097	Maningrida [mani1293]	australia
nyan1301	29	-20.6271	121.391	Pama-Nyungan [pama1250]	australia
yiry1245	10	-15.1117	141.767	Pama-Nyungan [pama1250]	australia
dier1241	47	-28.1667	138.0	Pama-Nyungan [pama1250]	australia
kuuk1243	0	-14.810589	141.788992	Pama-Nyungan [pama1250]	australia
djin1252	5	-12.93	134.967	Pama-Nyungan [pama1250]	australia
gadj1243	3	-15.4786	129.156	Jarrakan [jarr1235]	australia
alaw1244	14	-15.5458	134.282	Mangarrayi-Maran [mang1423]	australia
kuku1283	2	-14.0959	141.625	Pama-Nyungan [pama1250]	australia
kwin1241	5	-14.2515	126.562	Worrorran [worr1236]	australia
mart1255	14	-20.9294	116.607	Pama-Nyungan [pama1250]	australia
dyan1250	7	-30.8469	152.602	Pama-Nyungan [pama1250]	australia
gura1252	6	-12.66855	134.09501	Maningrida [mani1293]	australia
djin1251	26	-17.165	133.659	Mirndi [mirn1241]	australia
wikn1246	3	-13.4957	141.599	Pama-Nyungan [pama1250]	australia
remb1249	14	-12.9608	134.308	Gunwinyguan [gunw1250]	australia
kuku1273	39	-16.0036	145.188	Pama-Nyungan [pama1250]	australia
wira1265	10	-32.0	134.0	Pama-Nyungan [pama1250]	australia
ikar1243	0	-15.538	143.349	Pama-Nyungan [pama1250]	australia
wanm1242	8	-22.7078	122.325	Pama-Nyungan [pama1250]	australia
warr1258	9	-17.0965	123.971	Nyulnyulan [nyul1248]	australia
kayt1238	25	-21.5844	133.602	Pama-Nyungan [pama1250]	australia
wang1290	12	-25.8148	135.941	Pama-Nyungan [pama1250]	australia
wang1291	21	-30.6481	146.18	Pama-Nyungan [pama1250]	australia
djam1255	15	-15.0558	130.06	Mirndi [mirn1241]	australia
jaru1254	30	-18.3288	128.262	Pama-Nyungan [pama1250]	australia
thay1249	19	-14.8159	142.034	Pama-Nyungan [pama1250]	australia
mari1422	2	-14.0542	130.079	Western Daly [west2434]	australia
gugu1254	3	-15.4296	141.635	Pama-Nyungan [pama1250]	australia
warl1256	4	-22.2909	138.738	Pama-Nyungan [pama1250]	australia
east2379	8	-23.3583	135.046	Pama-Nyungan [pama1250]	australia
warr1255	7	-18.5468	146.179	Pama-Nyungan [pama1250]	australia
umbi1243	5	-13.921	143.328	Pama-Nyungan [pama1250]	australia
murr1258	28	-14.74852	129.70152	Southern Daly [sout2772]	australia
kunb1251	9	-11.9133	133.723	Gunwinyguan [gunw1250]	australia
lara1258	7	-12.4111	130.922		australia
warl1255	10	-18.949	133.862	Pama-Nyungan [pama1250]	australia
goon1238	40	-18.4073	126.351	Bunaban [buna1274]	australia
dhal1245	83	-22.196	114.937	Pama-Nyungan [pama1250]	australia
kaya1319	24	-17.0695	139.489	Tangkic [tang1340]	australia
taga1279	0	-18.1973276258	142.96122717197	Pama-Nyungan [pama1250]	australia
waru1264	24	-18.2496	144.37	Pama-Nyungan [pama1250]	australia
dyaa1242	9	-16.596	145.388	Pama-Nyungan [pama1250]	australia
ngar1287	27	-20.9235	117.203	Pama-Nyungan [pama1250]	australia
gugu1255	24	-14.9424	144.831	Pama-Nyungan [pama1250]	australia
yawu1244	15	-18.004	122.693	Nyulnyulan [nyul1248]	australia
dayi1244	2	-13.1806	136.22	Pama-Nyungan [pama1250]	australia
kara1476	16	-18.6771	122.334	Pama-Nyungan [pama1250]	australia
wuna1249	8	-14.8347	125.72	Worrorran [worr1236]	australia
mand1416	2	-13.6481	129.885	Western Daly [west2434]	australia
sydn1236	17	-33.52925837	150.3490464	Pama-Nyungan [pama1250]	australia
gara1269	10	-17.4504	137.72014	Garrwan [garr1260]	australia
nyig1240	17	-17.9594	124.348	Nyulnyulan [nyul1248]	australia
yang1305	0	-12.032	141.846	Pama-Nyungan [pama1250]	australia
waru1265	23	-20.6479	134.375	Pama-Nyungan [pama1250]	australia
mari1424	10	-13.8818	130.237	Western Daly [west2434]	australia
anma1239	14	-22.2853	133.286	Pama-Nyungan [pama1250]	australia
bung1264	6	-36.5	140.5	Pama-Nyungan [pama1250]	australia
kurr1243	7	-22.2134	117.51	Pama-Nyungan [pama1250]	australia
miri1266	7	-16.3596	128.889	Jarrakan [jarr1235]	australia
pini1245	0	-27.11796	120.56642	Pama-Nyungan [pama1250]	australia
midd1357	30	-29.042737	152.780249	Pama-Nyungan [pama1250]	australia
yind1247	20	-21.5379	117.001	Pama-Nyungan [pama1250]	australia
thay1248	5	-14.8292	143.324	Pama-Nyungan [pama1250]	australia
shwe1236	6	23.6729	97.7972	Austroasiatic [aust1305]	eurasia
kach1272	1	24.2966	69.1901	Indo-European [indo1319]	eurasia
nort2815	2	9.27995	31.8392	Nilotic [nilo1247]	africa
suba1238	7	-0.95719	34.1033	Atlantic-Congo [atla1278]	africa
uigh1240	34	43.88	87.38	Turkic [turk1311]	eurasia
guar1292	7	-15.8247	-61.6934	Tupian [tupi1275]	southamerica
udii1243	18	40.9	47.7236	Nakh-Daghestanian [nakh1245]	eurasia
came1252	0	6.43829	11.41953	Atlantic-Congo [atla1278]	africa
keli1248	0	3.56039	30.556	Central Sudanic [cent2225]	africa
arin1244	0	3.56143	31.3071	Central Sudanic [cent2225]	africa
budu1265	9	13.0692	14.4492	Afro-Asiatic [afro1255]	africa
koon1245	8	3.25933	13.54152	Atlantic-Congo [atla1278]	africa
ilwa1237	1	-0.66322	39.793	Atlantic-Congo [atla1278]	africa
avok1242	2	4.38639	29.9379	Central Sudanic [cent2225]	africa
ndog1248	2	7.73028	27.5588	Atlantic-Congo [atla1278]	africa
woun1238	15	8.5	-78.0	Chocoan [choc1280]	southamerica
mats1244	14	-5.73914	-72.6281	Pano-Tacanan [pano1259]	southamerica
yala1267	1	17.2134	-96.2183	Otomanguean [otom1299]	northamerica
taga1268	2	6.45338	125.426	Austronesian [aust1307]	pacific
tbol1240	2	6.20377	124.538	Austronesian [aust1307]	pacific
mama1275	7	9.44744	125.548	Austronesian [aust1307]	pacific
pala1344	6	7.34138	134.476678	Austronesian [aust1307]	pacific
guja1253	1	33.7	75.11	Indo-European [indo1319]	eurasia
mpur1239	1	-0.7489	133.166		pacific
cent2150	15	6.8867	-72.097	Chibchan [chib1249]	southamerica
nung1283	10	20.8965	104.286	Tai-Kadai [taik1256]	eurasia
lele1264	7	7.34549	0.50746	Atlantic-Congo [atla1278]	africa
yale1246	0	-3.79762	141.566		pacific
west2557	2	7.79964	122.341	Austronesian [aust1307]	pacific
delo1240	1	7.90997	0.59728	Atlantic-Congo [atla1278]	africa
bank1256	9	4.3702	9.6403	Atlantic-Congo [atla1278]	africa
mota1237	2	-13.835361	167.690924	Austronesian [aust1307]	pacific
pend1242	8	-0.11396	119.862	Austronesian [aust1307]	pacific
tuca1252	41	0.579755	-69.5763	Tucanoan [tuca1253]	southamerica
boko1267	0	9.52724	3.80058	Mande [mand1469]	africa
barg1252	2	-4.8723	145.756	Nuclear Trans New Guinea [nucl1709]	pacific
tiru1241	1	6.77321	124.127	Austronesian [aust1307]	pacific
taga1272	2	6.9712	125.175	Austronesian [aust1307]	pacific
bask1236	13	6.45774	36.5763	Ta-Ne-Omotic [gong1255]	africa
bash1264	11	53.59671	56.55937	Turkic [turk1311]	eurasia
bati1251	3	4.25573	11.0591	Atlantic-Congo [atla1278]	africa
lahu1252	8	21.2078	100.97	Sino-Tibetan [sino1245]	eurasia
sana1297	0	12.55352	-81.70425	Indo-European [indo1319]	northamerica
moro1287	2	-4.62361	121.824	Austronesian [aust1307]	pacific
kemt1242	1	-2.64894	140.372	Nimboranic [nimb1257]	pacific
bela1254	5	53.2307	25.6038	Indo-European [indo1319]	eurasia
sanp1261	0	16.7608	-96.0899	Otomanguean [otom1299]	northamerica
berb1259	6	5.3829	-58.0002	Indo-European [indo1319]	southamerica
omii1238	0	3.2542	30.5385	Central Sudanic [cent2225]	africa
east2347	12	27.3239	87.0832	Sino-Tibetan [sino1245]	eurasia
pamp1244	1	18.4738	121.3	Austronesian [aust1307]	pacific
west2618	4	64.3486	-96.148	Eskimo-Aleut [eski1264]	northamerica
elip1238	4	4.45694	11.193	Atlantic-Congo [atla1278]	africa
tuwa1243	4	16.6646	121.113	Austronesian [aust1307]	pacific
loba1239	0	2.04881	18.3667	Atlantic-Congo [atla1278]	africa
bilu1245	1	-7.92388	156.663		pacific
cerm1238	3	10.1245	-4.94917	Atlantic-Congo [atla1278]	africa
sang1336	5	3.0	125.5	Austronesian [aust1307]	pacific
baur1253	12	-13.61	-63.68	Arawakan [araw1281]	southamerica
jire1238	8	27.6931	86.3201	Sino-Tibetan [sino1245]	eurasia
biri1256	4	-20.1494	146.67	Pama-Nyungan [pama1250]	australia
bung1269	0	-3.22197	122.212	Austronesian [aust1307]	pacific
tina1248	3	15.5797	120.095	Austronesian [aust1307]	pacific
maga1263	0	15.1954	120.459	Austronesian [aust1307]	pacific
ocot1244	1	16.8258	-96.7263	Otomanguean [otom1299]	northamerica
bela1256	3	6.6503	27.8232	Nilotic [nilo1247]	africa
muna1247	7	-5.40419	122.541	Austronesian [aust1307]	pacific
agut1237	7	10.5328	119.655	Austronesian [aust1307]	pacific
nort2877	4	17.1057	120.786	Austronesian [aust1307]	pacific
kank1243	3	16.8548	120.689	Austronesian [aust1307]	pacific
mawa1270	1	11.7461	18.2999	Afro-Asiatic [afro1255]	africa
boru1252	5	8.88093	-83.2124	Chibchan [chib1249]	northamerica
naro1249	25	-22.0939	20.7458	Khoe-Kwadi [khoe1240]	africa
kaya1330	41	-7.77352	-51.6737	Nuclear-Macro-Je [nucl1710]	southamerica
macu1259	23	4.31861	-60.2209	Cariban [cari1283]	southamerica
bret1244	33	48.2452	-3.78934	Indo-European [indo1319]	eurasia
nort2985	0	17.4806	-97.8349	Otomanguean [otom1299]	northamerica
band1340	5	12.5258	-16.4245	Atlantic-Congo [atla1278]	africa
piji1239	3	-9.567	160.137	Indo-European [indo1319]	pacific
cent2092	3	7.004574	118.455978	Austronesian [aust1307]	pacific
mana1295	3	-4.07921	145.033	Austronesian [aust1307]	pacific
idaa1241	5	5.29059	118.515	Austronesian [aust1307]	pacific
kaga1256	3	10.4656	119.872	Austronesian [aust1307]	pacific
wand1267	0	-2.25622	133.996	Austronesian [aust1307]	pacific
mund1326	1	4.22755	29.9967	Atlantic-Congo [atla1278]	africa
nucl1595	5	-2.2137	138.486	Greater Kwerba [kwer1242]	pacific
meya1236	5	-1.18016	133.618	East Bird's Head [east1459]	pacific
logo1259	9	3.32608	29.8866	Central Sudanic [cent2225]	africa
sout2672	5	34.66597	70.592042	Indo-European [indo1319]	eurasia
umir1236	0	14.8757	121.508	Austronesian [aust1307]	pacific
cota1241	12	6.39417	124.234	Austronesian [aust1307]	pacific
west2368	8	37.83	62.17	Indo-European [indo1319]	eurasia
jola1263	25	12.75752	-15.7354766667	Atlantic-Congo [atla1278]	africa
dzuu1241	1	11.3796	-4.92036	Mande [mand1469]	africa
long1389	1	9.75787	11.8378	Atlantic-Congo [atla1278]	africa
sout2833	2	6.7307	30.3021	Nilotic [nilo1247]	africa
sout2834	4	7.02206	31.285	Nilotic [nilo1247]	africa
mada1293	6	10.8806	14.1142	Afro-Asiatic [afro1255]	africa
yine1238	19	-11.1086	-73.3087	Arawakan [araw1281]	southamerica
bora1263	15	-2.000259	-72.257066	Boran [bora1262]	southamerica
muru1274	8	-1.13669	-73.8331	Huitotoan [huit1251]	southamerica
yagu1244	39	-3.42913	-72.2186	Peba-Yagua [peba1241]	southamerica
ship1254	33	-7.17105	-74.8219	Pano-Tacanan [pano1259]	southamerica
chay1248	21	-5.63764	-76.8252	Cahuapanan [cahu1265]	southamerica
mach1267	31	-12.1291	-72.5017	Arawakan [araw1281]	southamerica
iqui1243	10	-3.31233	-73.97046	Zaparoan [zapa1251]	southamerica
sout2991	7	-20.9201	-66.3331	Quechuan [quec1387]	southamerica
cacu1241	11	0.88778	-69.5659	Kakua-Nukak [kaku1242]	southamerica
sout2782	1	9.51408	13.6164	Atlantic-Congo [atla1278]	africa
sanj1285	5	18.22245	-97.37923	Otomanguean [otom1299]	northamerica
mini1256	18	-1.54535	-73.1107	Huitotoan [huit1251]	southamerica
amah1246	14	-10.2012	-72.3208	Pano-Tacanan [pano1259]	southamerica
capa1241	8	-6.63254	-74.3813	Pano-Tacanan [pano1259]	southamerica
nort2943	7	69.582	-143.77	Eskimo-Aleut [eski1264]	northamerica
cara1272	6	0.06168	-69.6465	Tucanoan [tuca1253]	southamerica
lari1255	2	-3.76522	127.956	Austronesian [aust1307]	pacific
coas1295	3	-5.41532	120.304	Austronesian [aust1307]	pacific
soch1239	5	17.7985	-96.6079	Otomanguean [otom1299]	northamerica
ando1256	9	-0.53751	-72.0869		southamerica
east2556	1	20.5991	-98.0978	Otomanguean [otom1299]	northamerica
butu1244	0	8.87009	125.418	Austronesian [aust1307]	pacific
khar1287	17	22.3571	84.3922	Austroasiatic [aust1305]	eurasia
lepc1244	13	27.0869	88.5726	Sino-Tibetan [sino1245]	eurasia
kinn1249	5	31.3688	78.3148	Sino-Tibetan [sino1245]	eurasia
kony1248	3	26.6823	95.0598	Sino-Tibetan [sino1245]	eurasia
misi1242	7	27.418	94.69	Sino-Tibetan [sino1245]	eurasia
pait1244	1	24.0381	93.6136	Sino-Tibetan [sino1245]	eurasia
kork1243	8	21.8358	77.5541	Austroasiatic [aust1305]	eurasia
kuii1252	1	19.2043	83.5859	Dravidian [drav1251]	eurasia
lian1251	1	25.16	93.542	Sino-Tibetan [sino1245]	eurasia
poch1243	1	25.4478	94.1119	Sino-Tibetan [sino1245]	eurasia
mara1379	1	25.4378	94.2205	Sino-Tibetan [sino1245]	eurasia
tang1336	11	25.0489	94.3567	Sino-Tibetan [sino1245]	eurasia
mari1416	1	24.2854	94.0723	Sino-Tibetan [sino1245]	eurasia
koch1250	3	25.7962	90.2566	Sino-Tibetan [sino1245]	eurasia
khez1235	6	25.7078	94.3114	Sino-Tibetan [sino1245]	eurasia
loth1237	1	26.01396	94.04355	Sino-Tibetan [sino1245]	eurasia
korw1242	1	23.4102	83.8142	Austroasiatic [aust1305]	eurasia
